customer_id,gender,senior_citizen,partner,dependents,tenure_months,phone_service,multiple_lines,internet_service,online_security,online_backup,device_protection,tech_support,streaming_tv,streaming_movies,contract,paperless_billing,payment_method,monthly_charges,total_charges,churn
CUST-05701,Female,0,Yes,No,37,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Credit card (automatic),36.69,1379.99,No
CUST-05702,Male,1,No,No,1,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,27.41,0.0,No
CUST-05703,Male,0,Yes,Yes,46,Yes,No,Fiber optic,No,Yes,No,No,Yes,No,Two year,Yes,Electronic check,93.37,4233.05,No
CUST-05704,Male,0,No,No,3,No,No phone service,Fiber optic,No,Yes,No,Yes,No,No,Month-to-month,Yes,Electronic check,83.78,277.34,Yes
CUST-05705,Male,0,No,No,8,Yes,No,Fiber optic,Yes,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),85.32,655.75,Yes
CUST-05706,Female,1,No,No,60,Yes,Yes,DSL,No,No,No,No,No,Yes,One year,Yes,Credit card (automatic),52.65,3161.08,Yes
CUST-05707,Male,0,No,No,5,No,No phone service,DSL,No,Yes,No,No,Yes,Yes,One year,Yes,Mailed check,58.14,315.29,No
CUST-05708,Male,0,Yes,No,1,Yes,Yes,DSL,No,No,No,No,No,Yes,Month-to-month,No,Mailed check,49.15,55.4,Yes
CUST-05709,Female,0,No,No,60,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Electronic check,25.57,1526.25,No
CUST-05710,Female,0,Yes,No,21,Yes,No,Fiber optic,Yes,No,Yes,No,No,Yes,One year,No,Mailed check,79.31,1643.24,Yes
CUST-05711,Male,1,No,No,21,Yes,No,DSL,No,No,No,No,No,No,One year,No,Electronic check,74.43,1606.77,Yes
CUST-05712,Female,0,No,No,11,Yes,Yes,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,No,Mailed check,83.76,952.09,Yes
CUST-05713,Male,0,Yes,No,41,No,No phone service,Fiber optic,No,No,No,No,Yes,No,One year,Yes,Credit card (automatic),86.82,3605.7,No
CUST-05714,Female,0,Yes,No,0,No,No phone service,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Mailed check,90.53,0.0,Yes
CUST-05715,Female,0,No,No,24,Yes,Yes,DSL,No,No,No,No,No,No,One year,Yes,Mailed check,45.72,1071.3,No
CUST-05716,Male,0,No,No,18,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,One year,Yes,Bank transfer (automatic),97.84,1745.71,Yes
CUST-05717,Male,1,No,No,27,Yes,No,DSL,No,No,Yes,No,No,Yes,Month-to-month,No,Credit card (automatic),58.89,1603.79,No
CUST-05718,Female,1,Yes,No,6,No,No phone service,DSL,Yes,No,Yes,Yes,No,Yes,Month-to-month,Yes,Credit card (automatic),69.5,484.16,Yes
CUST-05719,Male,0,No,No,16,Yes,No,Fiber optic,Yes,No,No,Yes,Yes,No,Month-to-month,Yes,Electronic check,89.39,1432.52,Yes
CUST-05720,Male,0,No,No,5,Yes,No,DSL,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,55.89,262.28,No
CUST-05721,Female,1,Yes,Yes,21,Yes,Yes,Fiber optic,No,No,No,Yes,No,No,One year,No,Bank transfer (automatic),83.02,1753.4,No
CUST-05722,Male,0,No,No,50,No,No phone service,DSL,No,Yes,No,Yes,No,Yes,One year,No,Mailed check,70.36,3463.43,No
CUST-05723,Female,0,No,Yes,37,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Electronic check,36.97,1283.4,No
CUST-05724,Female,0,No,No,51,Yes,Yes,Fiber optic,No,Yes,No,No,No,Yes,One year,No,Credit card (automatic),90.87,4586.96,No
CUST-05725,Male,0,Yes,Yes,48,Yes,Yes,Fiber optic,Yes,No,No,No,No,No,One year,No,Bank transfer (automatic),86.91,4155.02,Yes
CUST-05726,Male,0,Yes,Yes,33,Yes,No,DSL,No,No,No,Yes,Yes,Yes,One year,Yes,Electronic check,57.12,1902.09,No
CUST-05727,Female,1,No,Yes,17,Yes,Yes,DSL,No,No,No,No,Yes,No,Month-to-month,No,Bank transfer (automatic),63.47,1123.63,No
CUST-05728,Male,0,No,Yes,13,Yes,No,DSL,Yes,Yes,Yes,Yes,No,No,One year,Yes,Bank transfer (automatic),62.65,867.48,Yes
CUST-05729,Male,0,Yes,No,28,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,Electronic check,44.41,1279.52,No
CUST-05730,Male,0,No,Yes,20,Yes,No,DSL,No,Yes,Yes,Yes,Yes,No,Month-to-month,Yes,Mailed check,61.99,1187.49,No
CUST-05731,Female,0,Yes,Yes,45,Yes,No,Fiber optic,Yes,No,No,Yes,No,No,Two year,No,Mailed check,86.11,3866.26,No
CUST-05732,Male,0,No,No,19,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,No,One year,Yes,Electronic check,95.35,1868.33,No
CUST-05733,Female,0,Yes,No,12,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,29.3,295.46,No
CUST-05734,Male,1,Yes,No,20,Yes,No,Fiber optic,No,Yes,No,No,No,No,Month-to-month,No,Bank transfer (automatic),86.78,1735.96,Yes
CUST-05735,Female,0,No,No,51,Yes,No,Fiber optic,Yes,No,Yes,No,No,No,Two year,No,Mailed check,86.41,4407.83,Yes
CUST-05736,Female,0,Yes,Yes,11,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,33.75,403.14,No
CUST-05737,Male,0,No,No,72,Yes,Yes,Fiber optic,No,No,No,Yes,No,No,Two year,Yes,Bank transfer (automatic),78.53,5541.58,No
CUST-05738,Female,0,No,No,40,Yes,Yes,DSL,Yes,No,Yes,No,Yes,Yes,Two year,No,Credit card (automatic),65.92,2661.0,No
CUST-05739,Male,0,Yes,No,57,Yes,No,DSL,No,Yes,No,No,Yes,No,One year,Yes,Electronic check,66.94,3766.89,No
CUST-05740,Male,1,No,No,7,Yes,Yes,DSL,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,58.75,445.96,Yes
CUST-05741,Female,0,No,No,32,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,No,Mailed check,83.48,2620.95,No
CUST-05742,Female,0,No,No,5,No,No phone service,DSL,No,No,Yes,No,No,No,Month-to-month,No,Credit card (automatic),56.44,286.62,Yes
CUST-05743,Female,0,No,No,20,Yes,Yes,Fiber optic,Yes,No,No,Yes,No,No,Month-to-month,Yes,Credit card (automatic),75.78,1437.07,No
CUST-05744,Male,0,Yes,No,31,Yes,Yes,DSL,No,Yes,No,Yes,Yes,No,One year,Yes,Mailed check,63.68,1932.72,Yes
CUST-05745,Male,0,Yes,Yes,52,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,No,Two year,No,Electronic check,82.12,4289.19,No
CUST-05746,Male,0,Yes,No,2,Yes,No,Fiber optic,No,No,Yes,No,No,No,Month-to-month,No,Mailed check,85.11,143.03,Yes
CUST-05747,Male,0,No,No,13,Yes,Yes,DSL,No,Yes,No,Yes,Yes,Yes,Month-to-month,No,Bank transfer (automatic),61.59,824.56,No
CUST-05748,Male,0,Yes,No,8,Yes,No,DSL,No,Yes,No,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),71.84,586.8,No
CUST-05749,Female,0,Yes,No,24,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,26.18,621.89,No
CUST-05750,Male,0,No,No,1,Yes,No,Fiber optic,No,Yes,No,No,No,No,Month-to-month,No,Bank transfer (automatic),71.31,0.0,Yes
CUST-05751,Female,0,Yes,No,49,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,27.6,1358.64,No
CUST-05752,Male,0,No,No,5,Yes,Yes,DSL,Yes,No,Yes,Yes,No,Yes,Month-to-month,No,Bank transfer (automatic),56.61,311.03,No
CUST-05753,Male,0,Yes,Yes,15,Yes,No,Fiber optic,Yes,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,89.51,1362.76,Yes
CUST-05754,Male,0,Yes,No,10,Yes,Yes,DSL,No,Yes,No,No,No,No,One year,Yes,Electronic check,62.94,595.2,No
CUST-05755,Male,0,Yes,Yes,24,Yes,No,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,No,Mailed check,81.28,1959.79,Yes
CUST-05756,Male,0,Yes,No,61,Yes,Yes,Fiber optic,Yes,No,No,Yes,No,Yes,Two year,No,Credit card (automatic),91.44,5569.63,No
CUST-05757,Male,0,No,No,24,No,No phone service,DSL,No,No,No,No,No,No,Two year,No,Credit card (automatic),56.5,1361.35,No
CUST-05758,Female,1,Yes,No,1,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,No,No,Month-to-month,Yes,Bank transfer (automatic),86.23,134.39,Yes
CUST-05759,Female,0,No,No,22,Yes,Yes,DSL,No,Yes,No,No,No,Yes,One year,Yes,Bank transfer (automatic),57.08,1266.54,No
CUST-05760,Male,0,No,No,53,Yes,No,DSL,Yes,No,No,No,No,No,One year,No,Mailed check,65.9,3471.37,No
CUST-05761,Male,1,Yes,No,0,No,No phone service,Fiber optic,No,Yes,Yes,No,No,Yes,Month-to-month,No,Credit card (automatic),91.5,0.0,Yes
CUST-05762,Male,0,No,No,0,Yes,No,DSL,Yes,No,No,No,No,No,Month-to-month,No,Credit card (automatic),55.52,0.0,No
CUST-05763,Male,0,No,No,49,Yes,No,Fiber optic,No,Yes,Yes,No,No,Yes,Two year,No,Mailed check,90.5,4474.0,No
CUST-05764,Male,1,Yes,No,2,Yes,No,Fiber optic,Yes,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,88.14,131.48,Yes
CUST-05765,Male,0,No,Yes,2,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Credit card (automatic),81.06,114.76,No
CUST-05766,Female,0,Yes,Yes,3,Yes,No,DSL,Yes,Yes,No,No,Yes,No,Month-to-month,No,Electronic check,65.34,185.95,Yes
CUST-05767,Male,0,No,No,12,Yes,No,DSL,Yes,No,Yes,No,No,No,Month-to-month,Yes,Bank transfer (automatic),60.96,661.77,No
CUST-05768,Male,1,Yes,No,38,Yes,Yes,Fiber optic,No,No,Yes,No,No,No,Two year,Yes,Credit card (automatic),103.47,3914.52,No
CUST-05769,Male,1,No,No,32,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Credit card (automatic),40.86,1314.71,No
CUST-05770,Female,1,No,No,19,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Bank transfer (automatic),31.34,638.82,No
CUST-05771,Male,0,No,Yes,28,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,No,Month-to-month,Yes,Electronic check,93.77,2610.32,No
CUST-05772,Male,0,No,No,53,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,No,Two year,No,Credit card (automatic),82.99,4432.53,No
CUST-05773,Male,1,Yes,No,9,Yes,No,Fiber optic,No,No,No,Yes,No,No,Month-to-month,Yes,Mailed check,83.87,762.94,Yes
CUST-05774,Male,0,No,No,27,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),27.95,748.74,No
CUST-05775,Male,0,Yes,No,7,Yes,Yes,Fiber optic,No,Yes,No,Yes,No,Yes,Month-to-month,Yes,Electronic check,95.75,630.4,No
CUST-05776,Female,0,Yes,Yes,32,No,No phone service,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,Bank transfer (automatic),86.69,2750.03,No
CUST-05777,Male,1,Yes,No,53,Yes,No,DSL,No,Yes,No,Yes,No,No,One year,No,Bank transfer (automatic),64.52,3397.29,No
CUST-05778,Male,0,No,No,9,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,25.82,219.21,Yes
CUST-05779,Female,0,No,No,38,Yes,Yes,Fiber optic,Yes,No,No,Yes,Yes,Yes,Month-to-month,Yes,Credit card (automatic),84.55,3190.87,No
CUST-05780,Male,1,Yes,Yes,8,Yes,Yes,Fiber optic,Yes,No,No,Yes,Yes,Yes,Month-to-month,No,Mailed check,90.88,760.26,No
CUST-05781,Male,1,No,No,51,Yes,No,DSL,Yes,No,No,No,Yes,Yes,One year,No,Electronic check,62.22,3166.89,No
CUST-05782,Male,1,No,No,11,Yes,Yes,DSL,No,No,No,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),66.57,796.9,Yes
CUST-05783,Female,0,Yes,No,45,Yes,Yes,Fiber optic,No,No,No,Yes,No,Yes,Two year,No,Bank transfer (automatic),96.33,4298.01,No
CUST-05784,Female,0,Yes,No,18,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,22.89,443.2,No
CUST-05785,Female,0,No,Yes,19,Yes,No,Fiber optic,Yes,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),85.4,1576.34,Yes
CUST-05786,Female,0,No,Yes,3,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,100.02,289.32,Yes
CUST-05787,Female,1,Yes,Yes,0,Yes,No,DSL,Yes,No,Yes,No,No,No,Month-to-month,Yes,Electronic check,61.98,0.0,No
CUST-05788,Female,0,No,Yes,2,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,60.23,111.26,No
CUST-05789,Female,0,Yes,Yes,50,Yes,No,Fiber optic,Yes,No,No,Yes,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),84.09,4246.54,No
CUST-05790,Female,0,No,Yes,19,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),40.25,767.81,Yes
CUST-05791,Female,0,Yes,No,8,Yes,No,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,Yes,Credit card (automatic),83.1,730.81,Yes
CUST-05792,Male,1,Yes,No,35,Yes,No,DSL,No,Yes,Yes,No,Yes,No,Month-to-month,No,Credit card (automatic),60.71,2174.25,Yes
CUST-05793,Male,0,Yes,No,52,Yes,No,Fiber optic,Yes,No,Yes,No,No,Yes,One year,No,Credit card (automatic),100.3,5211.55,Yes
CUST-05794,Female,0,No,No,1,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Credit card (automatic),90.15,128.8,Yes
CUST-05795,Male,0,Yes,Yes,51,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,No,No,Two year,No,Mailed check,84.67,4269.5,No
CUST-05796,Male,0,Yes,No,19,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Mailed check,87.21,1653.19,No
CUST-05797,Female,0,Yes,No,5,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,31.47,150.02,No
CUST-05798,Female,1,No,Yes,15,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),82.88,1259.31,Yes
CUST-05799,Female,0,Yes,No,38,Yes,No,DSL,No,No,No,No,Yes,No,Two year,Yes,Mailed check,50.97,1959.9,No
CUST-05800,Male,0,Yes,No,5,Yes,Yes,DSL,No,Yes,No,No,No,Yes,Month-to-month,Yes,Credit card (automatic),65.76,294.26,Yes
CUST-05801,Male,0,Yes,No,65,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,No,Two year,Yes,Electronic check,90.97,5927.84,No
CUST-05802,Male,0,No,No,12,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Mailed check,21.22,303.1,No
CUST-05803,Male,0,Yes,Yes,25,Yes,No,Fiber optic,No,No,Yes,No,Yes,No,One year,Yes,Credit card (automatic),86.39,2186.41,Yes
CUST-05804,Female,0,Yes,Yes,1,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),32.4,46.28,Yes
CUST-05805,Male,0,No,Yes,0,Yes,Yes,DSL,No,No,Yes,Yes,Yes,No,Month-to-month,Yes,Credit card (automatic),63.45,0.0,No
CUST-05806,Male,0,No,No,10,No,No phone service,DSL,Yes,No,Yes,No,No,No,Month-to-month,Yes,Credit card (automatic),58.14,491.42,No
CUST-05807,Male,1,No,No,58,Yes,Yes,DSL,No,No,No,No,Yes,No,Two year,Yes,Bank transfer (automatic),55.95,3172.98,No
CUST-05808,Female,1,Yes,No,56,Yes,No,Fiber optic,Yes,Yes,Yes,No,Yes,No,One year,No,Mailed check,98.08,5554.44,No
CUST-05809,Male,0,No,No,11,Yes,No,Fiber optic,Yes,No,Yes,No,No,Yes,Month-to-month,No,Electronic check,89.03,1002.1,No
CUST-05810,Male,0,No,No,56,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,27.35,1541.79,No
CUST-05811,Female,0,No,Yes,12,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,90.16,1085.82,No
CUST-05812,Female,0,No,No,50,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,No,No,One year,Yes,Electronic check,94.96,4745.56,No
CUST-05813,Male,0,No,Yes,29,Yes,No,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),72.63,2121.65,No
CUST-05814,Female,0,No,No,34,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,One year,Yes,Credit card (automatic),83.95,2864.04,Yes
CUST-05815,Female,0,Yes,No,16,Yes,Yes,DSL,Yes,Yes,No,No,Yes,Yes,Month-to-month,Yes,Mailed check,67.0,1056.1,No
CUST-05816,Male,1,No,No,62,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Two year,Yes,Mailed check,91.19,5661.91,No
CUST-05817,Male,1,No,No,11,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),96.78,1071.92,Yes
CUST-05818,Female,0,No,No,2,Yes,No,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,No,Credit card (automatic),89.02,154.38,No
CUST-05819,Male,0,Yes,Yes,57,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),35.56,2067.92,No
CUST-05820,Female,0,Yes,No,20,No,No phone service,Fiber optic,No,No,No,No,No,No,One year,Yes,Electronic check,87.06,1717.39,No
CUST-05821,Female,0,No,No,0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),34.79,0.0,No
CUST-05822,Female,0,No,Yes,68,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,26.86,1808.83,No
CUST-05823,Female,0,Yes,Yes,3,No,No phone service,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,Electronic check,77.85,178.4,Yes
CUST-05824,Male,0,No,No,13,Yes,Yes,DSL,No,Yes,Yes,No,Yes,No,Month-to-month,No,Bank transfer (automatic),74.25,959.44,No
CUST-05825,Female,0,Yes,No,29,Yes,No,Fiber optic,No,No,No,Yes,Yes,No,Month-to-month,Yes,Electronic check,87.5,2521.08,Yes
CUST-05826,Female,0,No,No,8,Yes,No,Fiber optic,No,No,No,Yes,No,Yes,Month-to-month,Yes,Bank transfer (automatic),86.02,710.69,No
CUST-05827,Male,0,No,No,29,Yes,No,DSL,No,No,No,No,No,No,One year,Yes,Mailed check,48.77,1409.89,No
CUST-05828,Female,0,No,Yes,12,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,32.03,321.74,No
CUST-05829,Male,0,Yes,Yes,2,Yes,No,DSL,No,No,Yes,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),43.65,69.83,Yes
CUST-05830,Male,0,Yes,No,16,Yes,No,Fiber optic,No,No,No,Yes,Yes,No,One year,No,Credit card (automatic),77.49,1186.12,No
CUST-05831,Male,0,Yes,Yes,7,Yes,No,DSL,No,Yes,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,52.28,403.04,No
CUST-05832,Male,0,No,No,2,Yes,No,Fiber optic,No,Yes,Yes,Yes,Yes,No,Month-to-month,Yes,Bank transfer (automatic),84.89,208.78,Yes
CUST-05833,Female,0,No,No,6,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,No,Bank transfer (automatic),87.52,539.01,No
CUST-05834,Male,0,No,No,29,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,No,One year,No,Mailed check,91.08,2667.54,No
CUST-05835,Male,0,No,Yes,10,Yes,Yes,DSL,Yes,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),56.02,563.29,No
CUST-05836,Female,0,Yes,No,55,Yes,Yes,Fiber optic,No,Yes,No,Yes,Yes,No,Two year,No,Credit card (automatic),95.25,5248.61,No
CUST-05837,Female,0,Yes,No,38,Yes,Yes,DSL,No,Yes,Yes,No,No,No,Two year,Yes,Electronic check,73.47,2768.06,No
CUST-05838,Male,0,No,Yes,31,Yes,No,DSL,Yes,Yes,No,Yes,No,Yes,One year,Yes,Electronic check,66.51,2047.85,No
CUST-05839,Male,0,No,No,24,Yes,No,DSL,Yes,No,No,No,No,No,One year,No,Bank transfer (automatic),63.76,1558.05,No
CUST-05840,Female,0,Yes,No,9,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Electronic check,32.87,261.63,No
CUST-05841,Female,0,No,No,39,Yes,No,DSL,Yes,Yes,No,No,Yes,No,Two year,No,Bank transfer (automatic),65.0,2540.15,No
CUST-05842,Female,0,No,Yes,16,Yes,Yes,DSL,Yes,Yes,No,No,No,Yes,One year,No,Bank transfer (automatic),54.81,853.48,No
CUST-05843,Female,0,Yes,No,7,Yes,Yes,DSL,Yes,No,No,Yes,No,No,Month-to-month,No,Electronic check,60.03,395.1,Yes
CUST-05844,Male,0,Yes,No,3,Yes,Yes,Fiber optic,Yes,No,No,Yes,No,No,Month-to-month,Yes,Electronic check,81.8,286.26,No
CUST-05845,Female,0,No,Yes,72,Yes,No,Fiber optic,Yes,No,No,No,No,No,Two year,Yes,Electronic check,87.1,6290.58,No
CUST-05846,Male,0,Yes,No,5,No,No phone service,DSL,No,Yes,Yes,No,No,No,Month-to-month,Yes,Mailed check,62.32,321.35,No
CUST-05847,Male,0,Yes,Yes,22,Yes,No,DSL,No,No,No,No,Yes,Yes,One year,No,Mailed check,57.35,1224.8,No
CUST-05848,Female,0,No,No,53,Yes,No,DSL,No,Yes,No,Yes,No,No,Two year,Yes,Bank transfer (automatic),64.29,3407.43,No
CUST-05849,Female,0,No,Yes,32,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,Yes,Month-to-month,No,Credit card (automatic),87.46,2786.96,Yes
CUST-05850,Male,0,Yes,Yes,10,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),30.24,256.58,No
CUST-05851,Male,0,Yes,No,26,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,20.98,565.27,No
CUST-05852,Female,0,No,Yes,15,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),72.64,1106.58,No
CUST-05853,Male,0,Yes,Yes,0,No,No phone service,Fiber optic,No,No,No,No,Yes,Yes,One year,No,Bank transfer (automatic),96.01,0.0,No
CUST-05854,Female,0,No,Yes,13,Yes,Yes,DSL,Yes,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,74.1,956.03,Yes
CUST-05855,Male,0,No,No,2,Yes,No,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,Yes,Mailed check,90.09,242.34,Yes
CUST-05856,Female,0,Yes,Yes,8,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),22.95,192.01,No
CUST-05857,Male,1,No,No,1,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,25.42,87.43,No
CUST-05858,Male,0,Yes,No,3,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,20.08,73.18,No
CUST-05859,Male,0,No,No,6,No,No phone service,Fiber optic,Yes,No,No,No,No,No,Month-to-month,Yes,Electronic check,83.7,522.32,Yes
CUST-05860,Female,0,No,No,53,Yes,No,DSL,No,Yes,No,No,No,No,Two year,Yes,Bank transfer (automatic),60.05,3175.06,No
CUST-05861,Female,0,Yes,Yes,43,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),25.23,1052.7,No
CUST-05862,Female,0,Yes,No,19,Yes,Yes,DSL,Yes,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,69.21,1280.4,Yes
CUST-05863,Female,0,No,No,25,Yes,No,DSL,No,No,Yes,No,No,Yes,Month-to-month,No,Mailed check,46.86,1211.26,No
CUST-05864,Male,0,Yes,No,10,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Credit card (automatic),32.91,320.6,No
CUST-05865,Female,0,Yes,No,47,Yes,No,Fiber optic,No,No,Yes,Yes,No,No,One year,Yes,Bank transfer (automatic),86.28,4036.33,No
CUST-05866,Female,0,Yes,No,12,Yes,Yes,DSL,No,No,No,No,No,Yes,Month-to-month,Yes,Mailed check,57.93,762.73,Yes
CUST-05867,Female,0,Yes,No,17,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,One year,No,Bank transfer (automatic),67.26,1220.27,No
CUST-05868,Female,0,No,No,9,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,One year,No,Bank transfer (automatic),80.08,728.24,No
CUST-05869,Female,0,Yes,No,43,Yes,No,DSL,Yes,No,Yes,No,Yes,Yes,Two year,Yes,Credit card (automatic),57.76,2421.7,No
CUST-05870,Female,0,Yes,Yes,17,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,No,No,One year,No,Bank transfer (automatic),97.29,1649.97,No
CUST-05871,Female,1,Yes,Yes,12,Yes,Yes,DSL,Yes,No,Yes,No,No,Yes,One year,Yes,Mailed check,61.77,703.93,Yes
CUST-05872,Male,0,No,No,33,Yes,Yes,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,Electronic check,73.08,2367.59,No
CUST-05873,Female,0,No,No,0,Yes,No,DSL,Yes,No,No,No,No,No,Month-to-month,No,Credit card (automatic),59.42,0.0,Yes
CUST-05874,Male,1,No,No,60,Yes,Yes,Fiber optic,Yes,No,No,No,No,No,Two year,Yes,Mailed check,93.38,5557.32,No
CUST-05875,Female,0,No,No,40,Yes,No,DSL,No,No,No,Yes,No,Yes,Month-to-month,No,Bank transfer (automatic),64.03,2536.04,No
CUST-05876,Male,0,No,No,5,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,No,Yes,Month-to-month,No,Electronic check,91.74,451.55,Yes
CUST-05877,Female,1,Yes,No,25,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Mailed check,35.5,845.43,No
CUST-05878,Male,0,Yes,No,59,Yes,No,DSL,No,No,Yes,No,No,Yes,Two year,Yes,Electronic check,53.97,3162.47,No
